ID,AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,TYPE_OF_VEHICLE,OUTCOME
205688,65+,male,10-19y,none,working class,0.602088668205145,1.0,before 2015,1.0,1.0,10238,14000.0,0,0,0,Sports Car,0.0
845145,16-25,male,20-29y,university,upper class,0.5378998762638183,1.0,after 2015,0.0,1.0,10238,9000.0,0,0,3,Sedan,0.0
545140,65+,female,30y+,none,working class,0.5533088802187937,1.0,after 2015,1.0,1.0,10238,11000.0,2,0,0,Sports Car,1.0
328825,40-64,female,10-19y,high school,upper class,0.6425341353017454,1.0,before 2015,1.0,1.0,10238,14000.0,2,0,0,Sedan,0.0
772495,65+,male,20-29y,high school,upper class,0.5162233357571931,1.0,after 2015,0.0,1.0,10238,11000.0,0,0,0,Sports Car,0.0
463257,26-39,female,30y+,none,poverty,0.7493613292213468,1.0,before 2015,0.0,1.0,10238,9000.0,0,0,0,HatchBack,0.0
111316,65+,male,0-9y,none,working class,0.7702525356762491,1.0,after 2015,1.0,1.0,37323,15000.0,1,0,0,Sports Car,0.0
257534,65+,female,0-9y,high school,upper class,0.5662569893306268,1.0,before 2015,0.0,1.0,10238,10000.0,2,0,6,HatchBack,1.0
692455,65+,male,20-29y,university,upper class,0.7851262569847778,1.0,after 2015,1.0,0.0,10238,9000.0,0,0,0,Sports Car,1.0
43782,16-25,male,20-29y,high school,upper class,0.6528699207723714,1.0,after 2015,1.0,1.0,10238,10000.0,0,0,1,HatchBack,1.0
383860,65+,female,0-9y,none,upper class,0.8198548759792346,1.0,after 2015,1.0,1.0,36124,9000.0,0,0,2,HatchBack,1.0
281199,65+,male,10-19y,university,upper class,0.5025766886080563,1.0,before 2015,1.0,0.0,10238,10000.0,0,0,0,Sports Car,1.0
460235,26-39,male,20-29y,university,working class,0.5217721111258581,1.0,after 2015,1.0,1.0,10238,10000.0,1,0,0,Sports Car,0.0
268031,65+,male,20-29y,high school,upper class,0.589743595721021,1.0,before 2015,0.0,0.0,34308,15000.0,2,0,0,Sports Car,0.0
135713,16-25,female,20-29y,high school,upper class,0.5391360957222198,1.0,before 2015,0.0,0.0,10238,12000.0,0,1,0,Sedan,0.0
969317,65+,male,10-19y,high school,working class,0.490359838859185,0.0,before 2015,1.0,1.0,35381,14000.0,0,0,0,SUV,0.0
41581,65+,male,0-9y,none,upper class,0.4294577865814964,1.0,before 2015,0.0,1.0,10238,2000.0,0,0,0,Sports Car,0.0
375267,65+,male,10-19y,none,upper class,0.4580577151961573,1.0,before 2015,0.0,0.0,10238,9000.0,4,0,0,HatchBack,0.0
719104,26-39,male,0-9y,none,poverty,0.7479992104559938,0.0,before 2015,1.0,1.0,10238,16000.0,0,0,4,SUV,0.0
502499,16-25,male,0-9y,university,working class,0.66812225302375,1.0,after 2015,0.0,1.0,10238,11000.0,0,0,1,Sports Car,1.0
289618,65+,male,0-9y,university,upper class,0.3715042152686292,1.0,before 2015,1.0,1.0,10238,14000.0,1,0,0,Sports Car,0.0
127165,26-39,male,20-29y,high school,upper class,0.4708506061858004,1.0,after 2015,1.0,1.0,10238,12000.0,3,0,0,HatchBack,1.0
296761,16-25,male,20-29y,high school,working class,0.8102518086959882,1.0,after 2015,1.0,0.0,10238,10000.0,6,0,0,Sedan,0.0
361305,16-25,male,20-29y,high school,working class,0.577502792543912,1.0,after 2015,0.0,0.0,10238,8000.0,1,0,1,Sedan,1.0
143788,65+,female,20-29y,high school,working class,0.6574534609725239,0.0,before 2015,0.0,0.0,10238,9000.0,1,0,0,Sedan,1.0
11613,65+,female,0-9y,university,poverty,0.5440735028969313,1.0,after 2015,0.0,1.0,10238,7000.0,1,0,0,Sedan,1.0
295037,16-25,male,20-29y,university,poverty,0.4364359065205544,1.0,before 2015,1.0,1.0,10238,14000.0,4,0,0,Sports Car,0.0
860049,16-25,female,20-29y,high school,upper class,0.2748172883348867,1.0,after 2015,1.0,0.0,10238,10000.0,0,0,0,HatchBack,1.0
610274,40-64,male,0-9y,high school,upper class,0.634975521294477,1.0,before 2015,0.0,0.0,10238,3000.0,1,2,0,HatchBack,0.0
90752,40-64,male,10-19y,none,upper class,0.6131425262134049,1.0,before 2015,1.0,1.0,34135,14000.0,3,6,0,Sedan,0.0
397380,40-64,male,0-9y,none,working class,0.4886024257788443,0.0,before 2015,1.0,1.0,10238,14000.0,0,0,0,Sedan,0.0
211506,65+,male,0-9y,high school,upper class,0.5065080741374819,1.0,after 2015,1.0,1.0,10238,14000.0,3,0,0,HatchBack,1.0
398777,40-64,female,20-29y,university,upper class,0.4178001769941361,1.0,before 2015,1.0,0.0,10238,11000.0,0,0,0,Sports Car,0.0
819756,65+,female,0-9y,high school,poverty,0.4177593226281487,1.0,before 2015,1.0,0.0,17120,9000.0,1,0,0,HatchBack,0.0
219168,26-39,male,10-19y,none,working class,0.491888933387488,1.0,before 2015,1.0,1.0,10238,11000.0,5,0,0,Sedan,0.0
103990,40-64,male,20-29y,university,upper class,0.6146224618591872,1.0,before 2015,1.0,1.0,10238,10000.0,3,0,1,Sports Car,1.0
597283,65+,male,10-19y,university,upper class,0.5585081150368305,1.0,after 2015,1.0,1.0,10238,13000.0,2,0,0,HatchBack,0.0
55934,26-39,female,0-9y,high school,middle class,0.4617882944849804,1.0,after 2015,1.0,0.0,10238,13000.0,0,1,0,Sports Car,0.0
253234,16-25,male,20-29y,university,poverty,0.6595361399989166,1.0,after 2015,1.0,0.0,10238,14000.0,0,0,0,Sedan,1.0
394786,40-64,female,0-9y,university,working class,0.6342360190491136,1.0,after 2015,1.0,0.0,10238,11000.0,0,0,0,Sedan,0.0
37537,26-39,male,0-9y,high school,middle class,0.4219703411034957,0.0,after 2015,1.0,0.0,10238,7000.0,0,0,0,HatchBack,1.0
325994,65+,female,10-19y,high school,upper class,0.2661566857250216,0.0,after 2015,1.0,0.0,10238,10000.0,0,0,0,Sports Car,0.0
285052,40-64,male,0-9y,high school,upper class,0.4332146991794959,1.0,after 2015,0.0,1.0,10238,9000.0,0,0,0,HatchBack,1.0
962599,16-25,male,10-19y,university,upper class,0.4441706066548566,1.0,before 2015,1.0,1.0,33204,10000.0,0,0,0,Sports Car,0.0
445713,65+,female,0-9y,university,working class,0.6815477278347162,1.0,before 2015,0.0,0.0,10238,13000.0,0,0,0,HatchBack,0.0
444067,40-64,male,30y+,high school,upper class,0.6119461725252415,1.0,after 2015,0.0,1.0,10238,13000.0,2,0,1,Sports Car,0.0
534750,40-64,male,10-19y,none,poverty,0.5522927790320196,1.0,after 2015,1.0,1.0,34326,11000.0,0,0,0,Sedan,0.0
198457,40-64,female,10-19y,none,upper class,0.6636949497565685,0.0,before 2015,1.0,1.0,10238,15000.0,0,0,0,Sedan,1.0
845526,16-25,male,20-29y,university,upper class,0.776650674021121,0.0,after 2015,0.0,0.0,10238,9000.0,1,0,0,Sports Car,1.0
704153,26-39,male,20-29y,university,middle class,0.3298843229053999,0.0,after 2015,0.0,0.0,10238,13000.0,0,0,0,Sports Car,1.0
157265,40-64,male,0-9y,high school,working class,0.4592319640098449,0.0,before 2015,0.0,0.0,10238,13000.0,1,0,0,Sports Car,0.0
629529,40-64,male,0-9y,none,upper class,0.6112681444212922,1.0,before 2015,1.0,1.0,92101,14000.0,0,0,1,SUV,1.0
7999,16-25,female,0-9y,high school,poverty,0.6037421746594125,1.0,after 2015,0.0,1.0,10238,14000.0,0,0,4,Sedan,0.0
531150,65+,male,20-29y,none,working class,0.5311988742662498,1.0,before 2015,1.0,1.0,10238,9000.0,0,0,3,HatchBack,1.0
214554,65+,male,0-9y,none,working class,0.5983722244899927,1.0,before 2015,1.0,1.0,10238,14000.0,0,0,0,Sports Car,1.0
89643,16-25,male,0-9y,high school,poverty,0.7122509443369824,0.0,before 2015,1.0,0.0,10238,9000.0,1,0,0,Sedan,1.0
388951,65+,male,20-29y,high school,upper class,0.6886215987973865,0.0,after 2015,0.0,0.0,10238,13000.0,5,0,0,Sports Car,0.0
468260,16-25,male,10-19y,none,upper class,0.5509801928948038,1.0,after 2015,1.0,1.0,10238,8000.0,0,0,0,Sports Car,0.0
799284,65+,female,30y+,university,middle class,0.4609031110369098,1.0,after 2015,0.0,0.0,10238,4000.0,0,0,0,Sports Car,0.0
386886,40-64,female,10-19y,high school,upper class,0.6296950332182949,0.0,after 2015,1.0,0.0,10238,10000.0,1,0,0,Sedan,0.0
720737,40-64,male,0-9y,high school,upper class,0.6852936163311603,1.0,after 2015,1.0,1.0,10238,14000.0,5,0,0,Sedan,0.0
344181,40-64,male,0-9y,none,middle class,0.6796107629432034,1.0,before 2015,0.0,1.0,10238,10000.0,0,1,0,Sedan,0.0
348647,40-64,female,20-29y,none,middle class,0.5789037310682168,1.0,after 2015,1.0,1.0,10238,6000.0,1,0,1,HatchBack,0.0
938814,40-64,female,20-29y,none,working class,0.7442406267769615,0.0,after 2015,0.0,0.0,10238,11000.0,0,0,0,Sports Car,0.0
75338,65+,female,0-9y,high school,upper class,0.6115518580793753,0.0,before 2015,1.0,1.0,10238,10000.0,0,0,0,Sports Car,0.0
352089,65+,male,10-19y,high school,upper class,0.3006876394823131,1.0,before 2015,1.0,0.0,10238,9000.0,1,0,5,HatchBack,0.0
566967,16-25,male,0-9y,university,working class,0.4028306137622757,1.0,after 2015,1.0,0.0,36682,10000.0,2,0,3,Sedan,0.0
41196,16-25,male,20-29y,high school,upper class,0.5938049353088721,1.0,after 2015,0.0,0.0,10238,14000.0,0,0,0,Sedan,0.0
271543,65+,male,0-9y,university,middle class,0.6825330000079606,1.0,after 2015,1.0,1.0,10238,14000.0,5,0,1,Sports Car,0.0
166626,65+,female,30y+,high school,working class,0.4693652402516224,1.0,before 2015,1.0,1.0,10238,14000.0,6,0,1,Sports Car,0.0
942457,65+,female,30y+,high school,upper class,0.7899591043630994,1.0,before 2015,0.0,0.0,10238,13000.0,0,0,0,Sports Car,0.0
618211,26-39,male,30y+,none,working class,0.6012143700113782,0.0,before 2015,1.0,1.0,32192,6000.0,2,0,0,Sports Car,1.0
474469,26-39,male,20-29y,high school,upper class,0.6850258572796217,1.0,after 2015,0.0,1.0,31517,10000.0,0,0,0,Sports Car,0.0
441838,16-25,female,20-29y,high school,poverty,0.5910782613700063,1.0,before 2015,1.0,1.0,10238,10000.0,0,0,0,SUV,1.0
515052,65+,female,10-19y,high school,middle class,0.6658670716781083,1.0,after 2015,1.0,0.0,10238,9000.0,0,0,0,Sedan,0.0
671522,16-25,female,30y+,high school,upper class,0.3908694777777644,1.0,after 2015,0.0,0.0,10238,14000.0,0,0,0,Sports Car,0.0
977224,40-64,female,0-9y,none,upper class,0.5143952484592108,1.0,after 2015,1.0,0.0,10238,14000.0,0,0,0,SUV,1.0
718560,65+,female,20-29y,high school,poverty,0.7475507989362639,1.0,before 2015,1.0,0.0,30729,11000.0,1,0,0,Sports Car,1.0
779208,16-25,male,20-29y,university,poverty,0.6007223185282876,1.0,after 2015,0.0,0.0,10238,11000.0,0,1,0,Sedan,0.0
384297,26-39,male,0-9y,university,poverty,0.6619556940268501,1.0,before 2015,1.0,1.0,10238,13000.0,0,0,0,Sports Car,0.0
421485,40-64,male,20-29y,university,upper class,0.5374840827789784,1.0,before 2015,1.0,1.0,36918,9000.0,0,0,0,HatchBack,1.0
25771,26-39,male,10-19y,high school,upper class,0.2940616542385426,1.0,before 2015,1.0,0.0,30749,13000.0,0,0,0,Sedan,1.0
205915,40-64,male,20-29y,none,upper class,0.609020319923289,0.0,before 2015,1.0,1.0,10238,11000.0,1,0,0,Sports Car,0.0
60565,40-64,male,30y+,university,upper class,0.6594132373010646,1.0,before 2015,0.0,0.0,33406,10000.0,0,0,0,Sports Car,1.0
771839,65+,female,10-19y,university,poverty,0.3826630927187555,1.0,after 2015,1.0,1.0,38805,14000.0,1,0,0,Sports Car,0.0
755621,26-39,male,0-9y,high school,upper class,0.5917689646026328,0.0,before 2015,1.0,1.0,10238,11000.0,0,0,0,HatchBack,0.0
823217,40-64,male,0-9y,university,upper class,0.6014379289904481,1.0,before 2015,0.0,0.0,27589,11000.0,0,0,0,Sports Car,0.0
19543,65+,male,20-29y,university,upper class,0.5032671734365055,0.0,before 2015,1.0,0.0,10238,11000.0,0,0,1,Sports Car,0.0
925770,26-39,male,0-9y,high school,working class,0.5395467109270008,1.0,before 2015,0.0,0.0,10238,7000.0,1,0,0,Sedan,1.0
985007,40-64,male,20-29y,high school,upper class,0.5141503899905068,1.0,after 2015,0.0,1.0,35704,8000.0,0,0,0,HatchBack,0.0
146536,65+,male,20-29y,high school,working class,0.3281330052402231,1.0,before 2015,0.0,0.0,10238,15000.0,0,0,0,Sports Car,0.0
999959,26-39,male,0-9y,none,working class,0.7254769059160873,1.0,before 2015,0.0,1.0,10238,11000.0,0,0,0,HatchBack,1.0
335928,26-39,female,30y+,high school,middle class,0.696543716348829,0.0,after 2015,1.0,1.0,10238,14000.0,0,0,1,HatchBack,1.0
432953,40-64,female,20-29y,university,working class,0.5923801952933794,1.0,before 2015,1.0,1.0,10238,11000.0,0,0,0,SUV,0.0
263026,40-64,male,10-19y,university,upper class,0.671244023469843,1.0,after 2015,1.0,1.0,33149,7000.0,0,0,0,HatchBack,0.0
985083,65+,female,0-9y,university,upper class,0.6040298413553401,1.0,before 2015,1.0,0.0,34236,12000.0,0,0,0,Sports Car,0.0
205645,40-64,male,0-9y,university,upper class,0.5499083848446288,1.0,before 2015,1.0,0.0,10238,11000.0,0,0,0,Sedan,0.0
534730,26-39,male,20-29y,high school,upper class,0.4902586855531401,1.0,before 2015,0.0,0.0,10238,7000.0,1,0,0,Sedan,1.0
222575,26-39,male,10-19y,none,middle class,0.7251619528199077,1.0,after 2015,1.0,0.0,10238,9000.0,0,0,0,Sports Car,0.0
305298,16-25,male,10-19y,high school,upper class,0.5186148633718184,1.0,before 2015,1.0,1.0,10238,14000.0,0,0,0,Sedan,0.0
298523,65+,male,10-19y,university,upper class,0.3118881081471973,1.0,before 2015,0.0,0.0,28128,2000.0,0,1,0,HatchBack,0.0
486905,40-64,male,20-29y,university,poverty,0.772728932415929,0.0,after 2015,1.0,1.0,33612,16000.0,1,1,0,SUV,1.0
663188,65+,female,20-29y,high school,working class,0.5179034592445475,1.0,before 2015,0.0,0.0,35490,9000.0,0,0,0,SUV,0.0
840897,16-25,male,10-19y,high school,upper class,0.6152039264319299,1.0,before 2015,0.0,1.0,10238,12000.0,0,0,0,Sedan,0.0
129990,26-39,female,10-19y,high school,upper class,0.7904758834920795,0.0,after 2015,1.0,1.0,31713,8000.0,0,0,0,Sedan,0.0
527327,16-25,male,30y+,university,upper class,0.5385328831282022,0.0,before 2015,0.0,0.0,32203,15000.0,1,0,4,Sports Car,0.0
826833,40-64,female,10-19y,none,middle class,0.6439385551158077,1.0,before 2015,1.0,0.0,10238,13000.0,0,0,0,SUV,0.0
157587,65+,male,0-9y,university,working class,0.5009526057399564,1.0,after 2015,0.0,1.0,10238,14000.0,2,0,1,HatchBack,0.0
747497,40-64,male,10-19y,university,upper class,0.6223889217740224,1.0,after 2015,1.0,1.0,10238,13000.0,1,0,0,SUV,1.0
520860,65+,male,0-9y,high school,working class,0.5878082775097844,0.0,after 2015,0.0,0.0,10238,12000.0,1,0,0,HatchBack,0.0
275036,16-25,female,0-9y,none,upper class,0.6664406401466704,1.0,after 2015,0.0,1.0,36548,9000.0,0,0,0,HatchBack,1.0
7352,26-39,female,0-9y,university,upper class,0.6548013893753372,1.0,after 2015,1.0,1.0,10238,10000.0,0,0,0,Sedan,1.0
148214,40-64,female,20-29y,university,upper class,0.5996642773578797,0.0,before 2015,0.0,1.0,33578,13000.0,0,2,0,Sedan,0.0
973756,16-25,female,20-29y,university,upper class,0.7014114264149695,1.0,after 2015,1.0,0.0,10238,13000.0,3,0,0,Sports Car,1.0
851274,40-64,female,20-29y,high school,middle class,0.6863089377937552,1.0,after 2015,1.0,1.0,10238,14000.0,1,0,0,Sedan,0.0
369845,65+,female,0-9y,university,upper class,0.8126528643502013,1.0,after 2015,1.0,1.0,10238,6000.0,0,1,0,SUV,0.0
931871,65+,male,20-29y,high school,working class,0.7394394606886048,1.0,before 2015,0.0,0.0,10238,13000.0,0,0,0,SUV,0.0
187945,26-39,male,0-9y,high school,upper class,0.5373523942060168,1.0,before 2015,1.0,0.0,34154,10000.0,0,0,0,SUV,1.0
134260,65+,male,30y+,high school,upper class,0.7340360094534188,1.0,before 2015,0.0,0.0,34344,12000.0,2,0,1,HatchBack,0.0
697790,16-25,female,10-19y,high school,upper class,0.773846370510264,1.0,after 2015,1.0,1.0,10238,11000.0,1,0,0,Sports Car,1.0
715486,40-64,female,10-19y,high school,upper class,0.5947156200511964,1.0,before 2015,0.0,0.0,10238,10000.0,1,0,0,HatchBack,1.0
317441,16-25,female,20-29y,high school,middle class,0.7876788019029678,1.0,after 2015,0.0,0.0,34624,11000.0,0,0,2,HatchBack,0.0
407596,40-64,male,0-9y,high school,upper class,0.5418718210241041,1.0,after 2015,1.0,1.0,10238,15000.0,2,0,0,Sedan,0.0
83629,65+,female,20-29y,none,middle class,0.5935911624727997,1.0,after 2015,0.0,1.0,33740,14000.0,0,1,0,Sports Car,1.0
448047,40-64,female,10-19y,high school,upper class,0.5668403213679496,1.0,before 2015,0.0,0.0,34347,12000.0,1,0,0,Sedan,0.0
191149,65+,male,0-9y,none,middle class,0.748217373057635,1.0,after 2015,1.0,1.0,10238,13000.0,0,0,1,SUV,0.0
475379,26-39,female,20-29y,high school,working class,0.6179122311394717,1.0,after 2015,1.0,0.0,10238,8000.0,0,1,4,Sports Car,0.0
444237,40-64,male,20-29y,high school,upper class,0.7339541148820475,1.0,before 2015,0.0,0.0,10238,11000.0,0,0,0,Sports Car,0.0
689582,40-64,male,10-19y,university,poverty,0.5308666101876357,1.0,after 2015,1.0,0.0,10238,6000.0,0,0,0,Sedan,1.0
541523,65+,male,10-19y,none,upper class,0.5428438027989939,1.0,after 2015,0.0,1.0,10238,7000.0,0,0,0,Sedan,0.0
368739,16-25,female,10-19y,university,upper class,0.5740827578556879,1.0,after 2015,1.0,1.0,10238,8000.0,0,2,0,Sports Car,0.0
54804,65+,female,10-19y,none,upper class,0.5352573307770284,0.0,after 2015,1.0,1.0,10238,11000.0,1,0,0,Sports Car,0.0
8731,40-64,female,20-29y,high school,upper class,0.5308225861500334,1.0,before 2015,1.0,1.0,10238,7000.0,0,0,0,Sports Car,1.0
308781,16-25,female,10-19y,university,upper class,0.7400709145367109,1.0,after 2015,1.0,1.0,10238,13000.0,0,0,1,Sports Car,0.0
857450,40-64,female,0-9y,none,upper class,0.7842446793830713,1.0,after 2015,0.0,0.0,10238,13000.0,0,2,1,HatchBack,1.0
39948,26-39,male,0-9y,none,working class,0.5375542303223687,1.0,after 2015,1.0,0.0,10238,3000.0,11,0,0,HatchBack,1.0
338153,26-39,female,20-29y,high school,poverty,0.6186229186869892,1.0,after 2015,1.0,1.0,35199,13000.0,0,0,0,Sports Car,1.0
548944,16-25,male,20-29y,high school,poverty,0.6195180069502686,1.0,after 2015,0.0,1.0,10238,11000.0,0,0,0,Sedan,1.0
652226,40-64,male,30y+,high school,upper class,0.4997833736604679,1.0,after 2015,0.0,1.0,32257,13000.0,0,0,0,Sedan,0.0
108598,40-64,male,0-9y,high school,working class,0.7901085440903711,1.0,before 2015,1.0,0.0,10238,10000.0,0,0,0,HatchBack,1.0
432557,40-64,female,20-29y,university,working class,0.6266695764893511,1.0,before 2015,1.0,1.0,10238,10000.0,0,0,0,Sedan,0.0
182383,65+,female,0-9y,university,middle class,0.4576929635061345,1.0,before 2015,1.0,0.0,10238,15000.0,5,0,0,Sedan,0.0
164482,40-64,male,10-19y,high school,upper class,0.6051560461111688,1.0,before 2015,1.0,1.0,10238,4000.0,1,0,0,SUV,0.0
724335,40-64,male,20-29y,high school,working class,0.590747123515663,0.0,after 2015,1.0,0.0,10238,6000.0,3,0,0,Sports Car,0.0
816377,40-64,male,0-9y,university,poverty,0.7943222858553709,1.0,before 2015,1.0,1.0,16648,15000.0,1,0,0,Sedan,1.0
90001,26-39,male,10-19y,university,working class,0.9026669699946428,1.0,after 2015,1.0,0.0,10238,14000.0,0,0,2,SUV,0.0
393778,26-39,female,10-19y,high school,upper class,0.8301453241696518,1.0,after 2015,1.0,1.0,10238,13000.0,6,0,0,SUV,0.0
247976,40-64,male,10-19y,high school,upper class,0.7686665270689497,1.0,after 2015,1.0,1.0,10238,14000.0,0,0,0,SUV,0.0
16786,65+,male,0-9y,high school,upper class,0.8653248563526081,1.0,after 2015,0.0,1.0,38352,3000.0,0,0,0,Sports Car,1.0
350235,16-25,female,10-19y,none,working class,0.6509465758784085,1.0,after 2015,1.0,0.0,10238,13000.0,2,0,0,Sports Car,1.0
1207,65+,female,20-29y,none,middle class,0.6941302823779986,1.0,before 2015,0.0,1.0,32194,13000.0,0,0,0,HatchBack,0.0
190021,16-25,female,20-29y,university,upper class,0.7764546062014269,1.0,before 2015,0.0,1.0,10238,9000.0,0,0,0,HatchBack,1.0
617402,65+,female,0-9y,university,working class,0.777624266952166,1.0,before 2015,1.0,1.0,10238,11000.0,0,0,0,SUV,0.0
309918,65+,male,0-9y,none,upper class,0.6563458275229612,1.0,after 2015,1.0,0.0,10238,9000.0,6,0,0,Sedan,1.0
192241,16-25,male,20-29y,university,poverty,0.6189307697546276,0.0,after 2015,0.0,0.0,10238,14000.0,0,0,4,HatchBack,0.0
815783,16-25,male,0-9y,university,middle class,0.943261138314294,0.0,before 2015,0.0,1.0,34914,13000.0,1,0,0,HatchBack,1.0
15187,26-39,male,0-9y,university,upper class,0.5361207016342182,1.0,before 2015,1.0,1.0,10238,12000.0,0,0,1,Sedan,0.0
250900,65+,male,20-29y,high school,middle class,0.6522150803625342,1.0,after 2015,1.0,1.0,10238,9000.0,2,0,1,Sedan,0.0
870526,26-39,male,10-19y,high school,upper class,0.7150466473654221,0.0,after 2015,0.0,0.0,10238,14000.0,0,0,0,Sports Car,1.0
207367,40-64,male,0-9y,high school,poverty,0.5967831775687688,1.0,after 2015,0.0,1.0,10238,10000.0,0,0,0,Sedan,1.0
553010,65+,male,20-29y,university,upper class,0.6186379462354366,0.0,after 2015,0.0,1.0,32883,14000.0,0,0,0,Sports Car,1.0
674564,40-64,female,20-29y,high school,middle class,0.6025777230499687,0.0,before 2015,1.0,0.0,35744,10000.0,2,0,4,Sedan,1.0
699266,26-39,female,0-9y,university,working class,0.5775192063605422,1.0,before 2015,0.0,0.0,10238,14000.0,0,0,0,Sedan,1.0
267016,65+,female,20-29y,none,upper class,0.6562311242823412,1.0,after 2015,1.0,0.0,10238,17000.0,0,0,1,Sports Car,1.0
976898,40-64,male,20-29y,high school,upper class,0.6915760938729673,1.0,after 2015,0.0,1.0,10238,14000.0,2,0,0,Sports Car,0.0
62741,65+,male,0-9y,university,upper class,0.5397913945009185,1.0,before 2015,1.0,1.0,10238,7000.0,0,0,0,HatchBack,1.0
340027,40-64,male,30y+,high school,upper class,0.8039908527093138,1.0,after 2015,0.0,0.0,30804,12000.0,0,0,5,Sedan,1.0
179408,26-39,male,30y+,high school,upper class,0.5778389919404964,1.0,after 2015,0.0,0.0,36235,12000.0,0,0,2,HatchBack,0.0
124448,26-39,male,0-9y,university,working class,0.4192817076754789,1.0,before 2015,0.0,1.0,10238,14000.0,0,0,1,Sedan,0.0
508572,65+,male,0-9y,high school,working class,0.8597102292097042,1.0,after 2015,1.0,0.0,10238,14000.0,0,0,0,HatchBack,1.0
358659,16-25,female,0-9y,none,upper class,0.7673156373540676,1.0,after 2015,0.0,1.0,10238,15000.0,0,0,0,SUV,0.0
835037,26-39,male,10-19y,university,poverty,0.5819144767348986,1.0,after 2015,0.0,1.0,10238,9000.0,0,0,0,Sports Car,0.0
603614,40-64,male,20-29y,high school,working class,0.604401707096111,1.0,before 2015,1.0,0.0,10238,14000.0,1,0,0,Sedan,0.0
436087,40-64,female,0-9y,university,upper class,0.7379308769108581,1.0,before 2015,1.0,1.0,31495,10000.0,1,0,0,SUV,1.0
229479,65+,female,0-9y,university,upper class,0.5096142791516868,1.0,after 2015,1.0,1.0,34552,14000.0,0,0,0,Sedan,0.0
322776,16-25,female,20-29y,university,working class,0.5379873796515906,0.0,after 2015,1.0,0.0,10238,10000.0,0,0,3,HatchBack,0.0
36297,26-39,female,20-29y,high school,upper class,0.7908563231118029,1.0,before 2015,1.0,0.0,10238,9000.0,0,0,0,Sedan,1.0
96364,26-39,male,30y+,university,upper class,0.2836487380727778,1.0,after 2015,0.0,1.0,10238,6000.0,1,0,1,Sports Car,1.0
481688,40-64,male,0-9y,none,working class,0.681397549596917,1.0,before 2015,0.0,1.0,10238,14000.0,0,0,0,Sports Car,1.0
27063,26-39,female,10-19y,high school,upper class,0.6416744450902333,1.0,after 2015,1.0,0.0,31180,14000.0,0,0,1,HatchBack,0.0
253133,40-64,female,20-29y,high school,middle class,0.4044768068886256,1.0,before 2015,0.0,0.0,10238,10000.0,1,0,0,Sedan,1.0
758143,40-64,male,20-29y,high school,upper class,0.5244163274703249,1.0,before 2015,1.0,0.0,10238,13000.0,0,0,0,SUV,0.0
654131,26-39,male,20-29y,university,upper class,0.5757761179523413,1.0,before 2015,1.0,0.0,10238,11000.0,0,0,0,Sports Car,0.0
849749,16-25,male,0-9y,high school,poverty,0.5639631556146224,1.0,before 2015,1.0,0.0,33287,14000.0,1,0,2,SUV,0.0
5626,26-39,male,20-29y,high school,working class,0.7542621176734092,1.0,before 2015,0.0,0.0,10238,9000.0,0,0,0,Sports Car,0.0
852648,26-39,female,20-29y,university,upper class,0.7085377143571693,1.0,before 2015,0.0,1.0,10238,12000.0,0,0,0,Sports Car,0.0
115268,40-64,male,30y+,high school,upper class,0.525201044605351,0.0,after 2015,1.0,0.0,33324,13000.0,0,0,0,Sedan,0.0
194,65+,female,10-19y,high school,poverty,0.762401396481255,1.0,before 2015,1.0,1.0,92088,4000.0,4,0,2,Sedan,1.0
332688,16-25,male,10-19y,high school,upper class,0.3872358640378225,1.0,before 2015,1.0,0.0,36438,14000.0,0,0,1,Sedan,0.0
855185,40-64,male,20-29y,high school,upper class,0.5378261869347358,1.0,after 2015,0.0,1.0,92101,16000.0,0,0,0,Sports Car,0.0
211809,26-39,female,10-19y,university,upper class,0.6395314417622472,1.0,after 2015,1.0,1.0,10238,8000.0,1,0,1,Sedan,0.0
680439,40-64,female,0-9y,university,upper class,0.5177552138067777,1.0,before 2015,0.0,1.0,10238,13000.0,0,0,0,Sports Car,0.0
621197,16-25,male,20-29y,high school,working class,0.7205891207117389,1.0,after 2015,1.0,1.0,10238,9000.0,0,0,1,Sedan,0.0
738418,40-64,female,0-9y,none,middle class,0.5267505094527515,1.0,before 2015,0.0,0.0,37622,15000.0,0,0,0,Sedan,0.0
398758,26-39,female,20-29y,high school,upper class,0.4833955178967992,1.0,after 2015,0.0,1.0,10238,6000.0,1,0,0,Sports Car,1.0
824246,26-39,female,0-9y,none,working class,0.5757307397360368,1.0,before 2015,0.0,0.0,10238,12000.0,0,1,0,Sports Car,1.0
987546,40-64,female,20-29y,university,upper class,0.7923984543875486,0.0,before 2015,0.0,0.0,10238,14000.0,0,4,2,Sports Car,1.0
395110,26-39,male,10-19y,none,middle class,0.6491710189338709,1.0,before 2015,0.0,1.0,10238,15000.0,0,0,5,Sedan,0.0
88063,40-64,male,0-9y,none,upper class,0.5816010614945526,1.0,before 2015,0.0,1.0,10238,6000.0,2,0,0,Sedan,0.0
